region_index,mean,std
101,-1.3994091811279457e-10,1.0000000023602318
102,1.0593794286251068e-09,0.9999999928828343
103,1.265046497186025e-09,1.0000000064936696
104,6.616270790497462e-10,1.0000000028582208
105,-7.598525068412225e-10,1.0000000036747994
106,-4.741499045242866e-11,1.0000000047689406
107,6.20881716410319e-10,1.0000000055251763
108,-6.844250795741876e-10,1.0000000019270212
109,1.6395157823959988e-10,1.0000000040480261
110,4.1327439248561857e-10,1.0000000008981254
111,1.5592680332095673e-09,0.9999999984566545
112,3.104408582051595e-10,1.000000000841238
113,-1.088968322922786e-09,1.0000000048543265
114,2.0479395364721614e-09,0.9999999981193138
115,-1.5522042910257974e-10,1.0000000011819978
116,-2.1730860074361167e-09,0.9999999992135524
117,7.256555060545604e-10,0.999999999712943
118,3.2091823716958364e-09,0.9999999929284389
119,-1.4163864155610402e-09,0.9999999984833422
120,-5.238689482212067e-10,0.9999999997405723
121,-1.7462298274040222e-09,1.000000006996556
122,6.630822705725829e-10,1.0000000004233893
123,1.3931033511956533e-09,1.0000000019104993
124,-1.2029583255449932e-10,0.9999999995018687
125,1.9092112779617308e-09,0.9999999977932433
126,1.4551915228366852e-10,0.9999999995870578
127,-4.3073669075965883e-10,1.0000000026903408
128,8.847564458847045e-10,0.9999999977306182
129,1.9540796832491954e-09,0.9999999987932958
130,-1.8335413187742233e-09,1.000000001685277
131,2.1342809001604715e-09,1.0000000025378988
132,1.0865430037180583e-10,0.9999999952359098
133,1.115646834174792e-10,1.0000000027032763
134,-3.4924596548080444e-10,0.9999999975297359
135,-1.3077321151892343e-09,0.9999999990842534
136,-2.0037987269461153e-09,0.9999999950176568
137,-7.140139738718669e-10,0.9999999922989512
138,1.901450256506602e-09,0.999999999791006
139,8.695982008551558e-10,1.0000000037601984
140,2.74376361630857e-09,0.9999999993315829
141,2.285620818535487e-09,1.0000000032302818
142,-1.133109132448832e-09,0.9999999995574981
143,-2.3646862246096134e-10,0.9999999977419468
144,-4.889443516731262e-10,0.9999999987900192
145,-1.5193563740467652e-09,1.0000000010439907
146,-2.9685907065868376e-10,1.0000000004083065
147,2.929785599311193e-10,0.9999999996424153
148,-5.277494589487711e-10,0.9999999977852998
149,-1.4629525442918141e-09,0.9999999994533394
150,-2.1168186018864314e-09,1.0000000019126514
151,-6.752088665962219e-10,1.0000000005822884
152,2.535428696622451e-09,0.9999999989343129
153,2.0217460890611013e-09,0.9999999991893436
154,-1.6880221664905548e-09,0.9999999949497769
155,1.2107193470001221e-09,1.000000000111764
156,-9.35203085343043e-10,0.9999999971812491
157,-9.002784887949626e-10,0.9999999953302579
158,1.335865817964077e-09,1.0000000021185198
159,-2.468004822731018e-09,0.9999999972399597
160,-1.124377983311812e-09,1.000000003085783
161,1.7399239974717299e-09,1.0000000016375832
162,2.3011428614457447e-09,0.9999999976074742
163,1.5922220579038063e-10,0.9999999936489077
164,1.1816155165433884e-09,0.9999999977067731
165,-8.110267420609792e-10,0.9999999965282363
166,-6.092401842276255e-10,0.9999999981150727
167,-5.078618414700031e-10,1.000000000236389
168,2.774565170208613e-10,0.999999996278034
169,3.6263372749090193e-09,1.0000000003644085
170,5.277494589487711e-10,0.9999999953921754
171,-3.22082390387853e-10,1.000000004276008
172,-1.020574321349462e-09,1.0000000019427708
173,-1.48963105554382e-09,1.0000000004350098
174,9.138602763414383e-10,1.0000000025039144
175,-1.9984630246957142e-10,0.9999999994643792
176,-5.044663945833842e-11,0.9999999991437685
177,8.731149137020111e-10,1.0000000008436747
178,-8.653538922468821e-10,0.9999999948758995
179,-5.723753323157629e-10,1.000000003168259
180,2.615221698457996e-09,1.0000000013433052
181,-2.1391315385699272e-09,1.0000000022446927
182,-3.0035153031349183e-09,0.9999999985473245
183,-8.905772119760514e-10,0.9999999967417658
184,-1.816079020500183e-09,0.9999999993659628
185,1.1297136855622134e-09,1.000000000301598
186,3.512832336127758e-09,1.000000000419578
187,3.104408582051595e-11,0.9999999971571035
188,-6.20881716410319e-11,1.0000000000970024
189,9.68066160567105e-10,1.0000000042104937
190,4.241398225227991e-09,1.0000000009502708
191,1.8243251057962576e-09,0.9999999994450085
192,2.3195752874016763e-09,0.9999999994408488
193,-1.5114589283863702e-09,1.0000000008700454
194,6.20881716410319e-11,1.0000000025761202
195,1.3659397761027017e-09,1.000000002873649
196,1.2378829220930735e-09,0.9999999951189963
197,1.8650704684356847e-09,0.999999999704947
198,-6.070573969433705e-10,0.9999999970075963
199,-1.5813081214825313e-09,1.000000001150131
200,-6.832124199718237e-10,0.9999999989134226
201,-1.4357889691988628e-10,1.0000000003559337
202,-6.014791627724966e-11,0.9999999956876321
203,-1.1835557719071705e-09,1.0000000005331748
204,-4.753625641266505e-10,1.000000000119041
205,5.432715018590292e-10,0.9999999990481309
206,1.9118791290869314e-09,1.0000000007395238
207,1.595860036710898e-10,0.9999999977039327
208,-1.0496781518061957e-09,1.0000000055732599
209,3.16067598760128e-09,1.0000000042977242
210,1.4551915228366852e-10,0.9999999938809591
211,-7.605801026026408e-10,1.0000000037505468
212,1.4590720335642497e-09,1.0000000000265328
213,9.992315123478572e-10,0.9999999986190834
214,-1.5347419927517573e-09,1.0000000055465843
215,-2.5902409106492997e-10,1.0000000010827952
216,-3.810176470627387e-09,0.9999999998742187
217,-2.08965502679348e-09,1.0000000004998912
218,4.074536263942718e-11,1.0000000023285585
219,-6.28642737865448e-10,0.999999998091768
220,6.713283558686574e-10,1.0000000022566398
221,3.3372392257054647e-10,0.9999999961758038
222,-2.9763517280419667e-09,0.9999999983429754
223,1.508548545340697e-09,0.9999999974488809
224,-3.081125517686208e-09,1.000000002062016
225,1.8975697457790376e-09,1.0000000006765042
226,6.20881716410319e-10,0.9999999971378223
227,-3.754394128918648e-10,0.9999999969356733
228,5.929905455559492e-11,0.9999999993765517
229,5.141676714022954e-11,0.9999999997663892
230,4.1909515857696534e-10,1.0000000010051664
231,4.811833302179973e-10,0.9999999979353223
232,-1.4270578200618425e-09,0.9999999963372607
233,-2.334127202630043e-09,1.0000000021924966
234,7.528190811475118e-10,0.9999999995148077
235,1.3154931366443635e-09,0.999999997060448
236,-1.6210833564400674e-09,0.9999999973658105
237,-1.4474305013815562e-09,1.000000002346355
238,-1.0196041936675707e-09,0.999999999789382
239,-7.30506144464016e-10,0.9999999995057899
240,-1.0337619945251694e-09,1.0000000021937978
241,1.986821492513021e-09,0.9999999944194563
242,-1.3154931366443635e-09,0.9999999992479927
243,-3.628277530272802e-10,1.000000000003221
244,-3.2858224585652353e-09,0.9999999978872117
245,1.0826624929904939e-09,1.0000000018185369
246,-3.4546246752142907e-09,0.9999999994810447
247,-2.308903882900874e-10,0.9999999989952977
248,3.841705620288849e-09,0.9999999965959635
249,-4.748775002857049e-10,0.9999999958111486
250,-9.196810424327851e-10,1.000000005048568
251,-7.799826562404633e-10,0.99999999708776
252,2.5029294192790984e-10,1.0000000019334387
253,1.4086253941059112e-09,0.9999999982824537
254,-2.599942187468211e-10,0.9999999990056094
255,1.3445969671010972e-09,1.0000000036017092
256,-8.129669974247615e-10,0.9999999970574895
257,2.11148289963603e-09,0.9999999999266952
258,4.2802033325036366e-09,0.9999999979542136
259,5.663120343039433e-11,0.999999997505358
260,2.955008919040362e-09,1.0000000000072324
261,1.5657860785722732e-09,1.000000000983768
262,-6.499855468670527e-10,0.9999999941983672
263,9.313225746154786e-11,1.0000000014406232
264,-3.5778308908144634e-09,0.9999999979821786
265,2.837623469531536e-10,0.9999999982905073
266,4.4722886135180793e-10,0.9999999993486883
267,5.432715018590292e-10,1.0000000022760247
268,-4.134684180219968e-09,1.0000000007749956
269,-1.3504177331924438e-09,0.9999999957480304
270,-8.614733815193177e-10,0.9999999969569283
271,-3.6748436590035756e-09,0.9999999984152304
272,2.980740039978021e-09,0.9999999969311453
273,-2.5097203130523364e-09,0.9999999985057407
274,7.140139738718669e-10,0.9999999969791927
275,4.55960010488828e-10,0.9999999982369052
276,-1.5075784176588058e-09,0.9999999974330825
277,1.257285475730896e-09,1.0000000049962559
278,-1.6123522073030471e-09,1.000000003483831
279,1.2960905830065409e-09,0.999999999215769
280,3.2790315647919974e-09,0.9999999973738682
281,3.0753047515948615e-09,0.999999997308093
282,8.284890403350194e-10,1.0000000007495895
283,-4.0114779646197954e-10,0.999999998512292
284,2.0925654098391535e-09,0.9999999986615936
285,2.7221782753864924e-09,0.9999999991932482
286,-3.424550717075666e-10,0.9999999950821404
287,-2.0935355375210445e-09,0.9999999979805027
288,4.986456284920374e-10,0.9999999957066353
289,-1.2543750926852227e-09,1.000000007094575
290,1.5056381622950236e-09,1.0000000032543817
291,2.0942631332824626e-09,0.9999999954831609
292,2.4544230351845424e-10,0.9999999992316118
293,-7.761021455128988e-12,1.000000004302594
294,-2.1265198787053425e-09,0.9999999990789767
295,-1.0351262365778288e-09,1.0000000011633656
296,1.6686196128527324e-10,1.0000000014067225
297,-3.647680083910624e-10,0.9999999991485172
298,8.60988317678372e-10,0.9999999971029678
299,-2.4641243120034537e-09,1.0000000001129747
300,6.565339087198178e-10,1.0000000020288442
301,2.5659877186020217e-09,1.0000000012897403
302,2.333157074948152e-09,1.0000000070457027
303,-5.277494589487711e-10,1.000000001150297
304,-1.1520266222457092e-09,0.9999999971656036
305,3.0782151346405347e-09,0.99999999954039
306,-3.1975408395131427e-09,1.0000000012604808
307,-3.3954468866189322e-09,0.999999999093238
308,-1.8490633616844812e-09,0.9999999949431944
309,4.119768467110892e-09,0.9999999954707428
310,4.074536263942718e-11,0.9999999969353562
311,6.93883824472626e-10,1.0000000010157584
312,-1.1253481109937032e-10,1.0000000004472187
313,-3.560368592540423e-09,0.9999999965875114
314,-2.8153105328480403e-09,1.000000000577622
315,-1.4309383307894072e-10,0.9999999979471627
316,3.804840768376986e-09,0.9999999968762565
317,-6.092401842276255e-10,1.0000000019815054
318,-2.264278009533882e-09,1.0000000004567156
319,-1.7462298274040222e-10,0.9999999956560857
320,1.4600421612461408e-10,0.9999999972914316
321,5.196003864208857e-09,1.0000000052063778
322,-3.492459654808044e-11,0.9999999980036722
323,-8.440110832452774e-10,0.9999999970468038
324,3.3893835886071125e-11,0.9999999974546628
325,2.081894005338351e-09,0.9999999990674285
326,1.816079020500183e-09,0.9999999947289323
327,-1.3317427753160397e-09,1.0000000011968162
328,1.587128887573878e-09,0.9999999997904231
329,1.6298145055770873e-10,0.9999999974097384
330,-6.480452915032704e-10,0.9999999938930199
331,5.393909911314647e-10,0.9999999978973375
332,9.812841502328714e-10,1.000000002925217
333,-1.3542982439200083e-09,0.9999999961883402
334,2.877398704489072e-09,1.0000000032337262
335,-8.440110832452774e-10,0.999999999998885
336,7.974449545145034e-10,1.0000000040124883
337,2.8579961508512498e-09,0.9999999984945418
338,-1.987791620194912e-09,0.9999999973625809
339,1.31258275359869e-09,0.9999999957564683
340,-1.9504417044421037e-09,0.9999999955209907
341,6.829698880513509e-10,1.0000000007391237
342,-1.076841726899147e-09,0.9999999937791143
343,-2.8604214700559774e-09,1.0000000018724629
344,2.8172507882118224e-09,0.9999999955430748
345,2.2371144344409305e-09,1.000000000976117
346,-3.051051559547583e-09,0.9999999928272069
347,-5.587935447692871e-10,0.9999999996156529
348,-2.3768128206332523e-10,1.0000000032023806
349,1.8005569775899251e-09,0.99999999907212
350,-8.246085296074549e-10,1.0000000004612215
351,-2.476735971868038e-09,0.9999999999524806
352,2.949188152949015e-09,1.0000000063753933
353,3.7349915752808256e-11,1.000000002059922
354,2.7066562324762344e-09,1.0000000004239358
355,-1.1932570487260818e-09,1.0000000005993945
356,6.819997603694598e-10,1.0000000011616503
357,-4.229756693045298e-10,1.0000000049998248
358,2.4893476317326227e-09,0.9999999953679882
359,-3.7737966825564703e-10,0.9999999966808611
360,-4.55960010488828e-11,1.0000000017576753
